sentence,sentiment,topic,sentence_final,sentence_segmented,len_original,len_final,len_segmented
"ví dụ nhiều , ôn tập kỹ .",2,1,ví dụ nhiều ôn tập kỹ .,ví_dụ nhiều ôn_tập kỹ .,8,7,5
"giảng viên hay đi trễ , không hướng dẫn dẫn sinh viên về nội dung thực hành cũng không quan sát theo dõi quá trình thực hành của sinh viên , các câu trả lời chưa giải đáp được thắc mắc của sinh viên .",0,0,giảng viên hay đi trễ không hướng dẫn dẫn sinh viên về nội dung thực hành cũng không quan sát theo dõi quá trình thực hành của sinh viên các câu trả lời chưa giải đáp được thắc mắc của sinh viên .,giảng_viên hay đi trễ không hướng_dẫn dẫn sinh_viên về nội_dung thực_hành cũng không quan_sát theo_dõi quá_trình thực_hành của sinh_viên các câu trả_lời chưa giải_đáp được thắc_mắc của sinh_viên .,45,43,29
"thầy không chỉ dạy về mặt kiến thức mà thầy còn cho sinh viên một cái nhìn về cách sống của một con người qua mặt đạo đức , tính nhân bản của con người .",2,0,thầy không chỉ dạy về mặt kiến thức mà thầy còn cho sinh viên một cái nhìn về cách sống của một con người qua mặt đạo đức tính nhân bản của con người .,thầy không_chỉ dạy về mặt kiến_thức mà thầy còn cho sinh_viên một cái nhìn về cách sống của một con_người qua_mặt đạo_đức tính nhân_bản của con_người .,36,35,27
cô thường xuyên cho bài tập về nhà để áp dụng lý thuyết trên lớp mới được học giúp chúng em hiểu bài và nhớ bài được lâu hơn .,2,0,cô thường xuyên cho bài tập về nhà để áp dụng lý thuyết trên lớp mới được học giúp chúng em hiểu bài và nhớ bài được lâu hơn .,cô thường_xuyên cho bài_tập về nhà để áp_dụng lý_thuyết trên lớp mới được học giúp chúng_em hiểu bài và nhớ bài được lâu hơn .,30,30,25
đầy đủ số tiết .,1,0,đầy đủ số tiết .,đầy_đủ số tiết .,5,5,4
thầy dạy hay và ứng dụng thực tế .,2,0,thầy dạy hay và ứng dụng thực tế .,thầy dạy hay và ứng_dụng thực_tế .,9,9,7
đôi khi do em không học khoa kỹ thuật máy tính nên có một số cái em không hiểu thầy dạy .,0,0,đôi khi do em không học khoa kỹ thuật máy tính nên có một số cái em không hiểu thầy dạy .,đôi_khi do em không học_khoa kỹ_thuật máy_tính nên có một_số cái em không hiểu thầy dạy .,22,22,17
giáo viên giọng khó nghe và hơi nhỏ .,0,0,giáo viên giọng khó nghe và hơi nhỏ .,giáo_viên giọng khó nghe và hơi nhỏ .,9,9,8
"kiến thức thực tế cao , hiệu quả hơn cách dạy lý thuyết slide .",2,1,kiến thức thực tế cao hiệu quả hơn cách dạy lý thuyết slide .,kiến_thức thực_tế cao hiệu_quả hơn cách dạy lý thuyết_slide .,15,14,10
"còn ít bài tập về nhà quá , không rèn luyện nhiều .",0,0,còn ít bài tập về nhà quá không rèn luyện nhiều .,còn ít bài_tập về nhà quá không rèn_luyện nhiều .,13,12,10
"cô kiên nhẫn với sinh viên , cách tính điểm trực quan .",2,0,cô kiên nhẫn với sinh viên cách tính điểm trực quan .,cô kiên_nhẫn với sinh_viên cách tính điểm trực_quan .,13,12,9
kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,0,3,kêu sinh viên nếu có thời gian thì đi dự seminar nhưng lại bắt viết bài thu hoạch lấy điểm .,kêu sinh_viên nếu có thời_gian thì đi dự_seminar nhưng lại bắt viết bài thu_hoạch lấy điểm .,21,21,17
"nên cho thầy có quyền chấm điểm học sinh , vì một số bạn ỷ lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn trọng thầy .",0,0,nên cho thầy có quyền chấm điểm học sinh vì một số bạn ỷ lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn trọng thầy .,nên cho thầy có quyền chấm_điểm học_sinh vì một_số bạn ỷ_lại vì thầy không chấm điểm được bạn ấy nên bạn ấy rất không tôn_trọng thầy .,33,32,27
do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,0,0,do nghỉ lễ khá nhiều nên giờ học chưa được đảm bảo .,do nghỉ lễ khá nhiều nên giờ học chưa được đảm_bảo .,13,13,12
hơi áp dụng vào slide nhiều .,0,0,hơi áp dụng vào slide nhiều .,hơi áp_dụng vào slide nhiều .,7,7,6
"giáo viên tích cực , năng nổ trong giảng dạy , phương pháp dạy có phần đổi mới .",2,0,giáo viên tích cực năng nổ trong giảng dạy phương pháp dạy có phần đổi mới .,giáo_viên tích_cực_năng nổ trong giảng_dạy phương_pháp dạy có phần đổi_mới .,19,17,11
giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .,0,0,giảng viên cho bài tập nhiều và dồn lại cùng một lúc đa số sinh viên đều làm kịp thời gian dù những môn khác có giảm thời gian học lại cũng không làm bài kịp .,giảng_viên cho bài_tập nhiều và dồn lại cùng một lúc đa_số sinh_viên đều làm kịp_thời_gian dù những môn khác có giảm thời_gian học lại cũng không làm bài kịp .,37,37,30
"thân thiện , nhiệt tình , giúp đỡ sinh viên tận tình .",2,0,thân thiện nhiệt tình giúp đỡ sinh viên tận tình .,thân_thiện nhiệt_tình giúp_đỡ sinh_viên tận_tình .,13,11,6
"thầy không chỉ dạy kiến thức mà còn dạy những kỹ năng như thuyết trình , phản biện , đặt câu hỏi , làm việc nhóm .",2,0,thầy không chỉ dạy kiến thức mà còn dạy những kỹ năng như thuyết trình phản biện đặt câu hỏi làm việc nhóm .,thầy không_chỉ dạy kiến_thức mà_còn dạy những kỹ_năng như thuyết_trình phản_biện đặt câu hỏi làm_việc nhóm .,27,24,17
thầy giảng tận tình và cung cấp đầy đủ slide .,2,0,thầy giảng tận tình và cung cấp đầy đủ slide .,thầy giảng tận_tình và cung_cấp đầy_đủ slide .,11,11,8
kỹ năng nghe và nói còn ít thực hành .,2,1,kỹ năng nghe và nói còn ít thực hành .,kỹ_năng nghe và nói còn ít thực_hành .,10,10,8
thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 - 5 người .,0,0,thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 5 người .,thầy hay bận nghỉ và các bạn cũng vậy nên khi học thì lớp lại rất vắng khoảng 1 5 người .,23,22,22
thật sự nếu chịu lên lớp ngoài nghe giảng và ghi nhớ thêm phân tích kết hợp thực tế là sẽ làm tốt các bài thi của thầy .,2,1,thật sự nếu chịu lên lớp ngoài nghe giảng và ghi nhớ thêm phân tích kết hợp thực tế là sẽ làm tốt các bài thi của thầy .,thật_sự nếu chịu lên lớp ngoài nghe giảng và ghi_nhớ thêm phân_tích kết_hợp thực_tế là sẽ làm tốt các bài thi của thầy .,29,29,24
"nhiệt tình , tận tâm giảng dạy .",2,0,nhiệt tình tận tâm giảng dạy .,nhiệt_tình tận_tâm giảng_dạy .,8,7,4
cho chép bài quá nhiều .,0,1,cho chép bài quá nhiều .,cho chép bài quá nhiều .,6,6,6
"giảng dạy nhiệt tình , bài tập nhiều .",2,0,giảng dạy nhiệt tình bài tập nhiều .,giảng_dạy nhiệt_tình bài_tập nhiều .,9,8,5
"thầy vui tính , giảng và dạy hay , tận tâm nhiệt tình .",2,0,thầy vui tính giảng và dạy hay tận tâm nhiệt tình .,thầy vui tính giảng và dạy hay tận_tâm nhiệt_tình .,14,12,10
"giảng viên tận tâm , hỗ trợ nhiệt tình .",2,0,giảng viên tận tâm hỗ trợ nhiệt tình .,giảng_viên tận_tâm hỗ_trợ nhiệt_tình .,10,9,5
"khả năng truyền thụ tốt , tạo cảm hứng học tập .",2,0,khả năng truyền thụ tốt tạo cảm hứng học tập .,khả_năng truyền_thụ tốt tạo cảm_hứng học_tập .,12,11,7
"cho em xin đính chính bài phiếu khảo sát môn đại số tuyến tính của thầy wzjwz190 rất hoàn hảo , thầy rất tận tâm , tận lực với nghề , truyền cho sinh viên tất cả kiến thức mà thầy có , rất nhiệt tình , chu đáo , thảo luận sôi nổi , hồi âm kết quả qua mail rất nhanh , và giúp học sinh hiểu rất rõ về bài giảng , bài đánh giá của em về thầy có chút nhầm lẫn , mong nhà trường chỉnh lại giúp em .",2,0,cho em xin đính chính bài phiếu khảo sát môn đại số tuyến tính của thầy rất hoàn hảo thầy rất tận tâm tận lực với nghề truyền cho sinh viên tất cả kiến thức mà thầy có rất nhiệt tình chu đáo thảo luận sôi nổi hồi âm kết quả qua mail rất nhanh và giúp học sinh hiểu rất rõ về bài giảng bài đánh giá của em về thầy có chút nhầm lẫn mong nhà trường chỉnh lại giúp em .,cho em xin đính_chính bài phiếu khảo_sát môn đại_số tuyến tính của thầy rất hoàn_hảo thầy rất tận_tâm tận_lực với nghề truyền cho sinh_viên tất_cả kiến_thức mà thầy có rất nhiệt_tình chu_đáo thảo_luận sôi_nổi hồi_âm kết_quả qua mail rất nhanh và giúp học_sinh hiểu rất rõ về bài giảng bài đánh_giá của em về thầy có chút nhầm_lẫn mong nhà_trường chỉnh lại giúp em .,95,84,65
"phần quản lý thao tác của oracle , giảng viên cung cấp tài liệu quản lý thao tác của sql server .",0,0,phần quản lý thao tác của oracle giảng viên cung cấp tài liệu quản lý thao tác của sql server .,phần quản_lý thao_tác của oracle giảng_viên cung_cấp tài_liệu quản_lý thao_tác của sql server .,22,21,14
chưa chỉ sinh viên cách tìm thêm tài liệu để đọc thêm .,0,0,chưa chỉ sinh viên cách tìm thêm tài liệu để đọc thêm .,chưa chỉ sinh_viên cách tìm thêm tài_liệu để đọc thêm .,13,13,11
"kiến thức , khả năng truyền đạt .",1,0,kiến thức khả năng truyền đạt .,kiến_thức khả_năng truyền_đạt .,8,7,4
vì giao tiếp thông thường trong lớp học là chưa đủ .,0,1,vì giao tiếp thông thường trong lớp học là chưa đủ .,vì giao_tiếp thông_thường trong lớp_học là chưa đủ .,12,12,9
thầy vui tính và có sửa bài tập đầy đủ .,2,0,thầy vui tính và có sửa bài tập đầy đủ .,thầy vui_tính và có sửa bài_tập đầy_đủ .,11,11,8
thầy nên nhiệt tình chút xíu .,0,0,thầy nên nhiệt tình chút xíu .,thầy nên nhiệt_tình chút_xíu .,7,7,5
tài liệu hay và chia sẻ nhiều kinh nghiệm học .,2,1,tài liệu hay và chia sẻ nhiều kinh nghiệm học .,tài_liệu hay và chia_sẻ nhiều kinh_nghiệm học .,11,11,8
"cần tương tác với sinh viên nhiều hơn , cần hướng dẫn sinh viên trước khi thực hành .",0,0,cần tương tác với sinh viên nhiều hơn cần hướng dẫn sinh viên trước khi thực hành .,cần tương_tác với sinh_viên nhiều hơn cần hướng_dẫn sinh_viên trước khi thực_hành .,19,18,13
"cách truyền đạt , dạy của thầy rất dễ hiểu , dễ nắm bài .",2,0,cách truyền đạt dạy của thầy rất dễ hiểu dễ nắm bài .,cách truyền_đạt dạy của thầy rất dễ hiểu dễ nắm bài .,15,13,12
"nâng cấp máy tính , cho sinh viên thực hành bấm cáp nhiều hơn .",0,2,nâng cấp máy tính cho sinh viên thực hành bấm cáp nhiều hơn .,nâng_cấp máy_tính cho sinh_viên thực_hành bấm_cáp nhiều hơn .,15,14,9
hay rất chu đáo .,2,3,hay rất chu đáo .,hay rất chu_đáo .,5,5,4
"thầy dạy hay và rất vui , ngoài các kiến thức môn học .",2,0,thầy dạy hay và rất vui ngoài các kiến thức môn học .,thầy dạy hay và rất vui ngoài các kiến_thức môn_học .,14,13,11
bài tập cho nhiều mà giải ít .,0,0,bài tập cho nhiều mà giải ít .,bài_tập cho nhiều mà giải ít .,8,8,7
thầy dạy nhiệt tình và rất quan tâm học sinh !,2,0,thầy dạy nhiệt tình và rất quan tâm học sinh,thầy dạy nhiệt_tình và rất quan_tâm học_sinh,11,10,7
"trong bài thực hành thì có hướng dẫn làm , đọc cũng có thể làm được .",1,1,trong bài thực hành thì có hướng dẫn làm đọc cũng có thể làm được .,trong bài thực_hành thì có hướng_dẫn làm đọc cũng có_thể làm được .,17,16,13
"cô giảng dễ hiểu , đơn giản , ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .",2,0,cô giảng dễ hiểu đơn giản ngắn gọn và phần ôn tập bài cuối kỳ của cô rất ấn tượng giúp cho học sinh năm bắt được mình học gì .,cô giảng dễ hiểu đơn_giản ngắn_gọn và phần ôn_tập bài cuối kỳ của cô rất ấn_tượng giúp cho học_sinh năm bắt được mình học gì .,33,31,26
giảng lý thuyết nhiều gây nhàm chán và buồn ngủ .,0,0,giảng lý thuyết nhiều gây nhàm chán và buồn ngủ .,giảng lý_thuyết nhiều gây nhàm_chán và buồn_ngủ .,11,11,8
thầy nghe điện thoại còn nhiều hơn cả giảng bài nữa .,0,0,thầy nghe điện thoại còn nhiều hơn cả giảng bài nữa .,thầy nghe điện_thoại còn nhiều hơn cả giảng_bài nữa .,12,12,10
thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .,2,0,thầy tận tình và đưa ra những video cụ thể giúp sinh viên hiểu sâu và có tầm nhìn trong tương lai của các ngành công nghệ thông tin .,thầy tận_tình và đưa ra những video cụ_thể giúp sinh_viên hiểu sâu và có tầm nhìn trong tương_lai của các ngành công_nghệ_thông_tin .,30,30,23
giảng viên rất nhiệt tình và có khả năng truyền đạt tuyệt vời .,2,0,giảng viên rất nhiệt tình và có khả năng truyền đạt tuyệt vời .,giảng_viên rất nhiệt_tình và có khả_năng truyền_đạt tuyệt_vời .,14,14,9
cô không chỉ giúp các em hiểu được bài giảng trong đề cương mà còn cô còn giúp các em biết thêm các kiến thức bên ngoài thông qua các câu hỏi fraction thông tin cô đặt ra .,2,0,cô không chỉ giúp các em hiểu được bài giảng trong đề cương mà còn cô còn giúp các em biết thêm các kiến thức bên ngoài thông qua các câu hỏi thông tin cô đặt ra .,cô không_chỉ giúp các em hiểu được bài giảng trong đề_cương mà_còn cô còn giúp các em biết thêm các kiến_thức bên ngoài thông_qua các câu hỏi thông_tin cô đặt ra .,39,38,32
thầy hiền và dạy tận tình .,2,0,thầy hiền và dạy tận tình .,thầy hiền và dạy tận_tình .,7,7,6
hệ thống tính điểm quá trình chi tiết .,2,0,hệ thống tính điểm quá trình chi tiết .,hệ_thống tính điểm quá_trình chi_tiết .,9,9,6
"trong lúc thực hành , giảng bài hướng dẫn nhiệt tình , kết hợp với bài tập để củng cố kiến thức .",2,0,trong lúc thực hành giảng bài hướng dẫn nhiệt tình kết hợp với bài tập để củng cố kiến thức .,trong lúc thực_hành giảng bài hướng_dẫn nhiệt_tình kết_hợp với bài_tập để củng_cố kiến_thức .,23,21,14
làm bài tập nhiều .,0,1,làm bài tập nhiều .,làm bài_tập nhiều .,5,5,4
một người thầy lớn tuổi trong khoa nhưng thầy rất nhiệt tình trong giảng dạy .,2,0,một người thầy lớn tuổi trong khoa nhưng thầy rất nhiệt tình trong giảng dạy .,một người thầy lớn_tuổi trong khoa nhưng thầy rất nhiệt_tình trong giảng_dạy .,16,16,13
việc code giấy mất rất nhiều thời gian thay vì phương pháp khác .,0,1,việc code giấy mất rất nhiều thời gian thay vì phương pháp khác .,việc code giấy mất rất nhiều thời_gian thay_vì phương_pháp khác .,14,14,11
"còn nhiều thứ còn khó hiểu , khó tiếp cận .",0,3,còn nhiều thứ còn khó hiểu khó tiếp cận .,còn nhiều thứ còn khó hiểu khó tiếp_cận .,11,10,9
"giảng viên kém nhiệt tình , giảng bài khó hiểu .",0,0,giảng viên kém nhiệt tình giảng bài khó hiểu .,giảng_viên kém nhiệt_tình giảng_bài khó hiểu .,11,10,7
thầy hay thay đổi các chủ đề dẫn tới sinh viên khó có thể hiểu được ý của thầy .,0,0,thầy hay thay đổi các chủ đề dẫn tới sinh viên khó có thể hiểu được ý của thầy .,thầy hay thay_đổi các chủ_đề dẫn tới sinh_viên khó có_thể hiểu được ý của thầy .,20,20,16
"giảng viên nhiệt tình , giảng dạy dễ hiểu .",2,0,giảng viên nhiệt tình giảng dạy dễ hiểu .,giảng_viên nhiệt_tình giảng_dạy dễ hiểu .,10,9,6
"giáo viên tận tình , dạy dễ hiểu .",2,0,giáo viên tận tình dạy dễ hiểu .,giáo_viên tận_tình dạy dễ hiểu .,9,8,6
giảng viên lý thuyết và thực hành nên cùng một người để thống nhất .,0,0,giảng viên lý thuyết và thực hành nên cùng một người để thống nhất .,giảng_viên lý_thuyết và thực_hành nên cùng một người để thống_nhất .,15,15,11
"vậy có thể dễ qua môn hơn , giải bài tập ít quá , em không hiểu colonsad .",0,0,vậy có thể dễ qua môn hơn giải bài tập ít quá em không hiểu colonsad .,vậy có_thể dễ qua môn hơn giải bài_tập ít quá em không hiểu colonsad .,19,17,15
cô đi công tác hơi nhiều .,0,0,cô đi công tác hơi nhiều .,cô đi công_tác hơi nhiều .,7,7,6
"thứ hai , về cách chấm điểm quá trình doubledot về bài easy doubledot giảng viên chỉ nhìn sơ qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm , chữ đẹp và nhiều chữ thì điểm cao , và ngược lại .",0,0,thứ hai về cách chấm điểm quá trình về bài easy giảng viên chỉ nhìn sơ qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm chữ đẹp và nhiều chữ thì điểm cao và ngược lại .,thứ hai về cách chấm_điểm quá_trình về bài easy giảng_viên chỉ nhìn sơ_qua bài viết đếm số dòng và nhìn chữ đẹp hay xấu rồi cho điểm chữ đẹp và nhiều chữ thì điểm cao và ngược_lại .,48,43,38
rất nhiệt tình đặc biệt giảng dạy rất hiệu quả .,2,0,rất nhiệt tình đặc biệt giảng dạy rất hiệu quả .,rất nhiệt_tình đặc_biệt giảng_dạy rất hiệu_quả .,11,11,7
"giảng viên nhiệt tình , cho lớp thuyết trình nên tăng khả năng giao tiếp .",2,0,giảng viên nhiệt tình cho lớp thuyết trình nên tăng khả năng giao tiếp .,giảng_viên nhiệt_tình cho lớp thuyết_trình nên tăng khả_năng giao_tiếp .,16,15,10
giảng viên cho nhiều bài tập để sinh viên làm .,1,0,giảng viên cho nhiều bài tập để sinh viên làm .,giảng_viên cho nhiều bài_tập để sinh_viên làm .,11,11,8
giọng nói to rõ .,2,0,giọng nói to rõ .,giọng nói to rõ .,5,5,5
"nhiệt tình , thoải mái , ôn tập kỹ .",2,0,nhiệt tình thoải mái ôn tập kỹ .,nhiệt_tình thoải_mái ôn_tập kỹ .,10,8,5
lịch thi thực hành khá trễ .,0,1,lịch thi thực hành khá trễ .,lịch thi_thực_hành khá trễ .,7,7,5
"vui vẻ , hòa đồng và biết lắng nghe ý kiến của sinh viên .",2,0,vui vẻ hòa đồng và biết lắng nghe ý kiến của sinh viên .,vui_vẻ hòa đồng và biết lắng_nghe ý_kiến của sinh_viên .,15,14,10
"đôi lúc , thầy giảng bài hơi khó hiểu .",0,0,đôi lúc thầy giảng bài hơi khó hiểu .,đôi_lúc thầy giảng bài hơi khó hiểu .,10,9,8
"thầy cho ghi bài nhiều quá , cơ mà cũng rất tốt colonsmilesmile .",2,0,thầy cho ghi bài nhiều quá cơ mà cũng rất tốt colonsmilesmile .,thầy cho ghi bài nhiều quá cơ_mà cũng rất tốt_colonsmilesmile .,14,13,11
ví dụ quá ít .,0,1,ví dụ quá ít .,ví_dụ quá ít .,5,5,4
mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,0,0,mong pđt nếu có thể sắp xếp cho thầy dạy tiếp lớp em những môn thầy có thể dạy được .,mong pđt nếu có_thể sắp_xếp cho thầy dạy tiếp lớp em những môn thầy có_thể dạy được .,21,21,18
kiến thức nắm được không rộng và bao quát .,2,1,kiến thức nắm được không rộng và bao quát .,kiến_thức nắm được không rộng và bao_quát .,10,10,8
"thầy nên dạy đừng phụ thuộc vào slide , cho thêm nhiều ví dụ để sinh viên cảm thấy hứng thú hơn .",0,0,thầy nên dạy đừng phụ thuộc vào slide cho thêm nhiều ví dụ để sinh viên cảm thấy hứng thú hơn .,thầy nên dạy đừng phụ_thuộc vào slide cho thêm nhiều ví_dụ để sinh_viên cảm_thấy hứng_thú hơn .,23,22,17
thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,2,0,thầy dạy nhiệt tình và luôn tạo cảm giác thoải mái cho sinh viên khi tiếp thu kiến thức .,thầy dạy nhiệt_tình và luôn tạo cảm_giác thoải_mái cho sinh_viên khi tiếp_thu kiến_thức .,20,20,14
"phương pháp giảng dạy hay , hòa đồng vui tính với sinh viên .",2,0,phương pháp giảng dạy hay hòa đồng vui tính với sinh viên .,phương_pháp giảng_dạy hay hòa đồng vui_tính với sinh_viên .,14,13,9
"phần bài tập , thực hành rất hay và thiết thực nên được mở rộng , đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo .",0,1,phần bài tập thực hành rất hay và thiết thực nên được mở rộng đặt trọng tâm nhiều hơn thì môn học chắc chắn sẽ hoàn hảo .,phần bài_tập thực_hành rất hay và thiết_thực nên được mở_rộng đặt trọng_tâm nhiều hơn thì môn_học chắc_chắn sẽ hoàn_hảo .,30,28,20
"giảng viên nhiệt tình , giảng dạy dễ hiểu , luôn tìm cách giúp đỡ sinh viên học tốt .",2,0,giảng viên nhiệt tình giảng dạy dễ hiểu luôn tìm cách giúp đỡ sinh viên học tốt .,giảng_viên nhiệt_tình giảng_dạy dễ hiểu luôn tìm cách giúp_đỡ sinh_viên học tốt .,20,18,13
bài tập cô cho nhiều nên làm hơi đuối .,0,1,bài tập cô cho nhiều nên làm hơi đuối .,bài_tập cô cho nhiều nên làm hơi_đuối .,10,10,8
"giọng nói nghe hay , slide đẹp .",2,0,giọng nói nghe hay slide đẹp .,giọng nói nghe hay slide đẹp .,8,7,7
thầy vui tính và dạy rất nhiệt tình .,2,0,thầy vui tính và dạy rất nhiệt tình .,thầy vui_tính và dạy rất nhiệt_tình .,9,9,7
tận tình và truyền đạt tốt .,2,0,tận tình và truyền đạt tốt .,tận_tình và truyền_đạt tốt .,7,7,5
tiếp xúc với học sinh nhiều hơn .,0,0,tiếp xúc với học sinh nhiều hơn .,tiếp_xúc với học_sinh nhiều hơn .,8,8,6
"giảng viên dạy tận tình dễ hiểu , đầy đủ kiến thức và hiệu quả trong giảng dạy .",2,0,giảng viên dạy tận tình dễ hiểu đầy đủ kiến thức và hiệu quả trong giảng dạy .,giảng_viên dạy tận_tình dễ hiểu đầy_đủ kiến_thức và hiệu_quả trong giảng_dạy .,19,18,12
thầy dạy nhiệt tình và đến lớp đúng giờ .,2,0,thầy dạy nhiệt tình và đến lớp đúng giờ .,thầy dạy nhiệt_tình và đến lớp đúng giờ .,10,10,9
"nhiệt tình , tận tâm , truyền đạt những kinh nghiệm quý báu .",2,0,nhiệt tình tận tâm truyền đạt những kinh nghiệm quý báu .,nhiệt_tình tận_tâm truyền_đạt những kinh_nghiệm quý_báu .,14,12,7
thời gian lên lớp sử dụng tốt .,2,0,thời gian lên lớp sử dụng tốt .,thời_gian lên lớp sử_dụng tốt .,8,8,6
cho sinh viên nghỉ và học bù nhiều .,0,0,cho sinh viên nghỉ và học bù nhiều .,cho sinh_viên nghỉ và học bù nhiều .,9,9,8
"vui vẻ , thân thiết với học sinh tạo cảm giác thoải mái .",2,0,vui vẻ thân thiết với học sinh tạo cảm giác thoải mái .,vui_vẻ thân_thiết với học_sinh tạo cảm_giác thoải_mái .,14,13,8
trong khi thầy giảng nội dung rất khó hiểu .,0,0,trong khi thầy giảng nội dung rất khó hiểu .,trong khi thầy giảng nội_dung rất khó hiểu .,10,10,9
những kiến thức mà thầy mang đến giúp sinh viên có những kiến thức sâu hơn về nhiều mặt !,0,0,những kiến thức mà thầy mang đến giúp sinh viên có những kiến thức sâu hơn về nhiều mặt,những kiến_thức mà thầy mang đến giúp sinh_viên có những kiến_thức sâu hơn về nhiều mặt,20,19,16
"phong cách giảng dạy hay , lôi cuốn .",2,0,phong cách giảng dạy hay lôi cuốn .,phong_cách giảng_dạy hay lôi_cuốn .,9,8,5
"thầy không chỉ dạy kiến thức , thầy còn dạy cho sinh viên về đạo đức .",2,0,thầy không chỉ dạy kiến thức thầy còn dạy cho sinh viên về đạo đức .,thầy không_chỉ dạy kiến_thức thầy còn dạy cho sinh_viên về đạo_đức .,17,16,12
"trước giữa kỳ thầy không thân thiện , nhiệt tình .",0,0,trước giữa kỳ thầy không thân thiện nhiệt tình .,trước giữa kỳ_thầy không thân_thiện nhiệt_tình .,11,10,7
"giảng viên tận tâm , giảng dạy nhiệt tình .",2,0,giảng viên tận tâm giảng dạy nhiệt tình .,giảng_viên tận_tâm giảng_dạy nhiệt_tình .,10,9,5
do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,0,1,do thời hạn có hạn và sinh viên đi học nên giảng viên chưa quan tâm được hết tất cả sinh viên .,do thời_hạn có_hạn và sinh_viên đi học nên giảng_viên chưa quan_tâm được hết tất_cả sinh_viên .,23,23,16
các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .,0,1,các buổi thực hành học hơi chán vì tương tác giữa giảng viên với sinh viên quá ít .,các buổi thực_hành học hơi chán vì tương_tác giữa giảng_viên với sinh_viên quá ít .,19,19,15
một số bài giảng dễ buồn ngủ .,0,1,một số bài giảng dễ buồn ngủ .,một_số bài giảng dễ buồn_ngủ .,8,8,6
"hiền , giảng bài hay , bài tập khá dễ chịu colonsmilesmile .",2,0,hiền giảng bài hay bài tập khá dễ chịu colonsmilesmile .,hiền_giảng bài hay bài_tập khá dễ_chịu colonsmilesmile .,13,11,8
"giảng viên nhiệt tình , giảng dạy chi tiết .",2,0,giảng viên nhiệt tình giảng dạy chi tiết .,giảng_viên nhiệt_tình giảng_dạy chi_tiết .,10,9,5
thời gian chết trong tiết học nhiều .,0,1,thời gian chết trong tiết học nhiều .,thời_gian chết trong tiết_học nhiều .,8,8,6
"ít dự án , bài tập liên quan đến thực tế .",0,1,ít dự án bài tập liên quan đến thực tế .,ít dự_án bài_tập liên_quan đến thực_tế .,12,11,7
"tận tậm , nhiệt tình , cuốn hút người học .",2,0,tận tậm nhiệt tình cuốn hút người học .,tận tậm nhiệt_tình cuốn_hút người học .,11,9,7
thầy rất nhiệt tình và đưa ra những nguyên tắc học rất hiệu quả .,2,0,thầy rất nhiệt tình và đưa ra những nguyên tắc học rất hiệu quả .,thầy rất nhiệt_tình và đưa ra những nguyên_tắc học rất hiệu_quả .,15,15,12
em xin chân thành cảm ơn ( xin lỗi vì máy không dùng được unikey ) !,2,3,em xin chân thành cảm ơn xin lỗi vì máy không dùng được unikey,em xin chân_thành cảm_ơn xin_lỗi vì máy không dùng được unikey,17,14,11
thầy nhiệt tình và chỉ dẫn chi tiết .,2,0,thầy nhiệt tình và chỉ dẫn chi tiết .,thầy nhiệt_tình và chỉ_dẫn chi_tiết .,9,9,6
thầy nhiệt tình chỉ mọi thứ tận nơi .,2,0,thầy nhiệt tình chỉ mọi thứ tận nơi .,thầy nhiệt_tình chỉ mọi thứ tận nơi .,9,9,8
"sao cô không hướng dẫn , youtube step-by-step sai vậy là sai thế nào ?",0,0,sao cô không hướng dẫn youtube step by step sai vậy là sai thế nào,sao cô không hướng_dẫn youtube step by step sai vậy là sai thế_nào,15,15,13
cô vui tính và giảng dạy rất nhiệt tình .,2,0,cô vui tính và giảng dạy rất nhiệt tình .,cô vui_tính và giảng_dạy rất nhiệt_tình .,10,10,7
